date,district,GAM Prevalence,next_prevalence,prevalence_diff,total population
2019-01-01,Dhuusamarreeb,0.3069711905400723,0.350049306671516,0.0430781161314436,15022.505537564746
2019-01-01,Ceel Barde,0.523846379837409,0.5293849399339471,0.005538560096538,467020.202029273
2019-01-01,Ceel Buur,0.3168079047398306,0.3777466079633201,0.0609387032234894,51765.54720916555
2019-01-01,Ceel Dheer,0.3237222467082124,0.302048788800896,-0.0216734579073164,62263.5591153372
2019-01-01,Ceel Waaq,0.3215618498962238,0.4894280635303719,0.1678662136341481,52515.40520246352
2019-01-01,Ceerigaabo,0.4231594017049179,0.3969125115565767,-0.0262468901483411,64346.45962826008
2019-01-01,Burco,0.1770356571398554,0.2998339565222233,0.1227982993823678,515337.07436101953
2019-01-01,Diinsoor,0.4709407002848428,0.5512844916157692,0.0803437913309264,129759.02384671407
2019-01-01,Ceel Afweyn,0.4201611561308622,0.4022499807716035,-0.0179111753592586,139564.3460664642
2019-01-01,Bulo Burto,0.470453127878576,0.5898451672177014,0.1193920393391254,61938.87849344224
2019-01-01,Baydhaba,0.4723126687951987,0.5737354286751378,0.1014227598799391,111449.17451697268
2019-01-01,Bossaso,0.3942170096006928,0.3081383281834315,-0.0860786814172612,77426.3080988209
2019-01-01,Adan Yabaal,0.3959736631857278,0.3406226826633605,-0.0553509805223673,66069.73342448812
2019-01-01,Afgooye,0.4383403468241347,0.462159131461528,0.0238187846373932,72923.28166112433
2019-01-01,Afmadow/Xagar,0.3567363956871535,0.5119018086833421,0.1551654129961886,99941.44028730367
2019-01-01,Baardheere,0.2870882907046133,0.5213965829380455,0.2343082922334322,101132.70882160284
2019-01-01,Badhaadhe,0.2330307158506623,0.4823586641167936,0.2493279482661313,71051.67497693517
2019-01-01,Badhan,0.3022354694485842,0.26208,-0.0401554694485842,39782.22182364527
2019-01-01,Baki,0.3124852051578765,0.3180265223059977,0.0055413171481212,56310.36134752707
2019-01-01,Balcad,0.4256324032458843,0.4207892941616012,-0.004843109084283,121987.57856052738
2019-01-01,Banadir,0.4292576344574564,0.4536122788198948,0.0243546443624383,40675.63477088211
2019-01-01,Bandarbeyla,0.3786044640745989,0.3730940069179668,-0.0055104571566321,231850.5809215716
2019-01-01,Baraawe,0.439931798183591,0.4680395945111392,0.0281077963275481,90880.01596748602
2019-01-01,Baydhaba/Bardaale,0.4706401766004416,0.5490683229813665,0.0784281463809249,100262.70714634696
2019-01-01,Belet Weyne,0.4709482336256127,0.5868054618205713,0.1158572281949585,164086.06642208935
2019-01-01,Belet Weyne (Mataban),0.4780423280423281,0.6739054290718038,0.1958631010294757,45955.77503381839
2019-01-01,Belet Xaawo,0.4070600258586147,0.5172155129757019,0.1101554871170871,61241.84415452506
2019-01-01,Berbera,0.2657364311048932,0.2430326560610348,-0.0227037750438584,377653.3312260424
2019-01-01,Borama,0.204456465641011,0.2736328112610178,0.0691763456200068,191430.83595608792
2019-01-01,Bu'aale,0.31831560695452,0.5163749201445982,0.1980593131900782,56743.49512043875
2019-01-01,Doolow,0.3983778863086515,0.5545845681860391,0.1562066818773875,188546.8622552998
