date,next_prevalence,district,GAM Prevalence,actor2_Police Forces of Somaliland (2010-),interaction_12,fatalities,interaction_27,actor2_Al Shabaab,district_encoded,actor1_Police Forces of Somalia (2017-2022),actor1_Military Forces of Somalia (2017-2022),actor2_Military Forces of Somalia (2017-2022)
2020-07-01,0.2773519163763066,Adan Yabaal,0.2890189520624303,0.0,2.0,49.0,13.0,8.0,0,0.0,3.0,1.0
2020-07-01,0.4233865465957157,Balcad,0.3992414113024258,0.0,56.0,292.0,23.0,10.0,6,0.0,20.0,61.0
2020-07-01,0.2759462759462759,Cadale,0.2905168905168905,0.0,12.0,147.0,13.0,9.0,24,1.0,4.0,13.0
2020-07-01,0.4605536885901744,Jowhar,0.4604083984124952,0.0,34.0,180.0,45.0,11.0,49,4.0,15.0,36.0
2020-07-01,0.3833366448109146,Gaalkacyo,0.4371415325518246,0.0,7.0,125.0,4.0,2.0,37,1.0,6.0,5.0
2020-07-01,0.4519462624870823,Galdogob,0.4141636814549462,0.0,0.0,2.0,0.0,0.0,38,0.0,0.0,0.0
2020-07-01,0.3124158815612382,Jilib,0.3881953090823434,0.0,2.0,221.0,1.0,48.0,48,0.0,1.0,1.0
2021-01-01,0.4282333104445733,Bossaso,0.3622932391199615,0.0,31.0,92.0,10.0,7.0,15,3.0,2.0,8.0
2021-01-01,0.3438764024096086,Caluula,0.3592467407049734,0.0,1.0,11.0,0.0,1.0,25,0.0,0.0,0.0
2021-01-01,0.3565675219048366,Iskushuban,0.2954636692091529,0.0,13.0,29.0,2.0,1.0,44,0.0,0.0,4.0
2021-01-01,0.3321710405579005,Qandala,0.3550690147548786,0.0,1.0,20.0,0.0,0.0,58,0.0,0.0,0.0
2021-01-01,0.422637962358916,Qardho,0.3539238539238539,0.0,0.0,2.0,0.0,0.0,60,0.0,0.0,0.0
2021-01-01,0.405234927348139,Burtinle,0.3781725888324873,0.0,0.0,2.0,0.0,0.0,19,0.0,0.0,0.0
2021-01-01,0.2851447172525171,Hobyo,0.2841803865425912,0.0,3.0,39.0,0.0,1.0,43,0.0,0.0,2.0
2021-01-01,0.3799963816705769,Gaalkacyo,0.3833366448109146,0.0,9.0,139.0,4.0,2.0,37,2.0,5.0,6.0
2021-01-01,0.4573444515715202,Galdogob,0.4519462624870823,0.0,0.0,16.0,0.0,0.0,38,0.0,0.0,0.0
2021-01-01,0.268406014603596,Xarardheere,0.2414050822122571,0.0,1.0,3.0,0.0,0.0,70,0.0,0.0,2.0
2021-01-01,0.4074148385946138,Cabudwaaq,0.3746074472857784,0.0,0.0,23.0,2.0,0.0,22,0.0,1.0,1.0
2021-01-01,0.3999756800889413,Cadaado,0.3458185340652244,0.0,3.0,9.0,0.0,2.0,23,0.0,3.0,1.0
2021-01-01,0.3763941017333375,Garoowe,0.3128870890900428,0.0,0.0,19.0,2.0,0.0,40,2.0,1.0,1.0
2021-01-01,0.3584365855515789,Ceel Buur,0.3598183881952327,0.0,3.0,9.0,5.0,2.0,29,0.0,2.0,1.0
2021-01-01,0.3101592806449881,Baki,0.2276853252647503,0.0,1.0,0.0,0.0,0.0,5,0.0,0.0,1.0
2021-01-01,0.2599961858750237,Ceel Afweyn,0.3018453427065026,0.0,0.0,33.0,0.0,0.0,27,1.0,1.0,0.0
2021-01-01,0.3369272237196765,Ceel Dheer,0.2814535481659239,0.0,1.0,0.0,2.0,1.0,30,0.0,2.0,0.0
2021-01-01,0.2772673624137732,Borama,0.1912113359430997,2.0,0.0,1.0,0.0,0.0,14,0.0,0.0,0.0
2021-01-01,0.2759629145666106,Berbera,0.2058333333333333,0.0,0.0,4.0,0.0,0.0,13,0.0,0.0,0.0
2021-01-01,0.2876174019676151,Gebiley,0.1924063622370446,0.0,0.0,1.0,0.0,0.0,41,0.0,0.0,0.0
2021-01-01,0.2676350893059009,Hargeysa,0.1965854943370926,1.0,0.0,10.0,0.0,0.0,42,3.0,0.0,0.0
2021-01-01,0.1371732766471581,Burco,0.140943301555444,1.0,0.0,4.0,0.0,0.0,18,0.0,0.0,0.0
2021-01-01,0.2063106796116504,Buuhoodle,0.1898253606681852,0.0,0.0,35.0,0.0,0.0,20,0.0,0.0,1.0
2021-01-01,0.2174981567952813,Caynabo,0.2574626865671642,1.0,0.0,1.0,0.0,0.0,26,0.0,0.0,0.0
2021-01-01,0.2109874570977254,Laas Caanood,0.2306675479180436,3.0,1.0,15.0,0.0,0.0,52,0.0,2.0,2.0
2021-01-01,0.2245768359322937,Ceerigaabo,0.263567871280807,0.0,1.0,50.0,0.0,1.0,32,0.0,3.0,1.0
2021-01-01,0.3560481018674942,Dhuusamarreeb,0.3271635817908954,0.0,12.0,78.0,2.0,10.0,33,3.0,22.0,13.0
2021-01-01,0.3462197497828791,Bulo Burto,0.1980742778541953,0.0,28.0,113.0,14.0,13.0,17,1.0,9.0,18.0
2021-01-01,0.4472915724098218,Xudur,0.5317134742821079,0.0,19.0,33.0,13.0,7.0,72,0.0,4.0,19.0
2021-01-01,0.3868994061543999,Baardheere,0.2388133498145859,0.0,13.0,53.0,3.0,8.0,3,1.0,4.0,11.0
2021-01-01,0.3349866620681312,Belet Xaawo,0.3835327234342012,0.0,6.0,25.0,2.0,2.0,12,1.0,10.0,9.0
2021-01-01,0.3544682405589296,Ceel Waaq,0.2664990571967316,0.0,4.0,20.0,0.0,1.0,31,0.0,0.0,2.0
2021-01-01,0.3515556336790297,Doolow,0.3641207815275311,0.0,2.0,2.0,3.0,2.0,35,0.0,5.0,2.0
2021-01-01,0.3071993772609909,Belet Weyne,0.2474660340737546,0.0,30.0,142.0,16.0,12.0,11,3.0,22.0,24.0
2021-01-01,0.3731717928980219,Luuq,0.3583282114320836,0.0,2.0,10.0,3.0,0.0,55,0.0,0.0,2.0
2021-01-01,0.4008547346761109,Bu'aale,0.3788461538461538,0.0,2.0,24.0,2.0,16.0,16,0.0,0.0,0.0
2021-01-01,0.4043924756806527,Jilib,0.3124158815612382,0.0,3.0,152.0,2.0,40.0,48,0.0,3.0,0.0
2021-01-01,0.4710969130686256,Banadir,0.4319770246468998,0.0,295.0,774.0,102.0,16.0,7,48.0,104.0,290.0
2021-01-01,0.4056724072698737,Badhaadhe,0.2774755168661588,0.0,12.0,60.0,6.0,5.0,4,1.0,0.0,2.0
2021-01-01,0.4376510659496103,Jamaame,0.3061224489795918,0.0,16.0,92.0,3.0,23.0,46,0.0,5.0,0.0
2021-01-01,0.3934804082976622,Kismaayo,0.3705150271415331,0.0,93.0,366.0,10.0,39.0,50,0.0,15.0,19.0
2021-01-01,0.4498858793883663,Waajid,0.4933524973050665,0.0,9.0,14.0,5.0,3.0,68,0.0,3.0,1.0
2021-01-01,0.4212055712220329,Tayeeglow,0.4702754954084098,0.0,1.0,8.0,7.0,2.0,67,0.0,1.0,0.0
2021-01-01,0.3273081001778068,Garbahaarey,0.3637295081967213,0.0,13.0,28.0,6.0,5.0,39,0.0,3.0,11.0
2021-01-01,0.593619466793754,Ceel Barde,0.58780127889818,0.0,3.0,37.0,2.0,1.0,28,0.0,1.0,2.0
2021-01-01,0.4587641132763954,Rab Dhuure,0.5072024260803639,0.0,1.0,12.0,1.0,1.0,62,0.0,1.0,0.0
2021-01-01,0.2867946480511925,Adan Yabaal,0.2773519163763066,0.0,2.0,34.0,13.0,7.0,0,0.0,3.0,0.0
2021-01-01,0.4248102325025402,Balcad,0.4233865465957157,0.0,51.0,289.0,26.0,11.0,6,0.0,14.0,49.0
2021-01-01,0.2873604609290601,Cadale,0.2759462759462759,0.0,10.0,80.0,11.0,9.0,24,1.0,5.0,10.0
2021-01-01,0.4476632959825088,Jowhar,0.4605536885901744,0.0,29.0,171.0,42.0,11.0,49,4.0,16.0,24.0
2021-01-01,0.4637639420358601,Afgooye,0.4841321666449001,0.0,272.0,762.0,26.0,37.0,1,2.0,36.0,245.0
2021-01-01,0.4655421778369564,Baraawe,0.4911894273127753,0.0,34.0,50.0,1.0,7.0,9,0.0,2.0,33.0
2021-01-01,0.4575951234622532,Kurtunwaarey,0.4643330681516839,0.0,3.0,6.0,2.0,3.0,51,0.0,0.0,1.0
2021-01-01,0.4080728253042081,Jalalaqsi,0.1947145350286711,0.0,4.0,58.0,10.0,4.0,45,0.0,2.0,3.0
2021-01-01,0.4512228697099891,Qoryooley,0.4593911683311274,0.0,63.0,163.0,7.0,13.0,61,0.0,5.0,51.0
2021-01-01,0.4486895846702985,Sablaale,0.4548825710754017,0.0,3.0,42.0,1.0,6.0,64,0.0,2.0,0.0
2021-01-01,0.4482908617511664,Wanla Weyn,0.4714070729872084,0.0,14.0,170.0,6.0,6.0,69,0.0,4.0,12.0
2021-01-01,0.4253398378500371,Buur Hakaba,0.4955684007707129,0.0,14.0,53.0,8.0,14.0,21,1.0,12.0,7.0
2021-01-01,0.419636541705207,Diinsoor,0.492387605230163,0.0,23.0,78.0,10.0,12.0,34,1.0,13.0,13.0
2021-01-01,0.4305075046172255,Qansax Dheere,0.5084745762711864,0.0,8.0,22.0,3.0,1.0,59,0.0,1.0,3.0
2021-01-01,0.4460078540314803,Marka,0.4615277970331346,0.0,163.0,352.0,2.0,33.0,56,0.0,18.0,145.0
