date,next_prevalence,district,district_encoded,sub_event_type_Violent demonstration,sub_event_type_Suicide bomb,sub_event_type_Shelling/artillery/missile attack,sub_event_type_Sexual violence,sub_event_type_Remote explosive/landmine/IED,sub_event_type_Protest with intervention,sub_event_type_Peaceful protest,sub_event_type_Other,sub_event_type_Non-violent transfer of territory
2021-01-01,0.2109874570977254,Laas Caanood,52,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2021-01-01,0.2245768359322937,Ceerigaabo,32,1.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0
2021-01-01,0.3560481018674942,Dhuusamarreeb,33,0.0,0.0,5.0,0.0,4.0,1.0,2.0,0.0,2.0
2021-01-01,0.3462197497828791,Bulo Burto,17,1.0,0.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0
2021-01-01,0.4472915724098218,Xudur,72,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
2021-01-01,0.3868994061543999,Baardheere,3,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
2021-01-01,0.3349866620681312,Belet Xaawo,12,0.0,0.0,1.0,0.0,2.0,0.0,2.0,0.0,1.0
2021-01-01,0.3544682405589296,Ceel Waaq,31,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0
2021-01-01,0.3515556336790297,Doolow,35,0.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,1.0
2021-01-01,0.3071993772609909,Belet Weyne,11,3.0,0.0,3.0,0.0,5.0,0.0,8.0,1.0,1.0
2021-01-01,0.3731717928980219,Luuq,55,0.0,0.0,0.0,0.0,5.0,0.0,2.0,0.0,0.0
2021-01-01,0.4008547346761109,Bu'aale,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-01,0.4043924756806527,Jilib,48,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2021-01-01,0.4710969130686256,Banadir,7,7.0,11.0,18.0,0.0,68.0,3.0,18.0,0.0,0.0
2021-01-01,0.4056724072698737,Badhaadhe,4,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0
2021-01-01,0.4376510659496103,Jamaame,46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-01,0.3934804082976622,Kismaayo,50,0.0,1.0,4.0,0.0,10.0,0.0,1.0,0.0,0.0
2021-01-01,0.4498858793883663,Waajid,68,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0
2021-01-01,0.4212055712220329,Tayeeglow,67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-01,0.3273081001778068,Garbahaarey,39,0.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0,0.0
2021-01-01,0.593619466793754,Ceel Barde,28,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2021-01-01,0.4587641132763954,Rab Dhuure,62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-01,0.2867946480511925,Adan Yabaal,0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-01,0.4248102325025402,Balcad,6,0.0,0.0,8.0,0.0,12.0,0.0,1.0,0.0,0.0
2021-01-01,0.2873604609290601,Cadale,24,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
2021-01-01,0.4476632959825088,Jowhar,49,0.0,0.0,6.0,0.0,25.0,0.0,1.0,0.0,0.0
2021-01-01,0.4637639420358601,Afgooye,1,0.0,0.0,5.0,0.0,37.0,1.0,2.0,0.0,1.0
2021-01-01,0.4655421778369564,Baraawe,9,0.0,1.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0
2021-01-01,0.4575951234622532,Kurtunwaarey,51,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2021-01-01,0.4080728253042081,Jalalaqsi,45,0.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0
2021-01-01,0.4512228697099891,Qoryooley,61,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
2021-01-01,0.4486895846702985,Sablaale,64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-01,0.4482908617511664,Wanla Weyn,69,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0
2021-01-01,0.4253398378500371,Buur Hakaba,21,0.0,0.0,1.0,0.0,5.0,0.0,1.0,0.0,0.0
2021-01-01,0.419636541705207,Diinsoor,34,0.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0
2021-01-01,0.4305075046172255,Qansax Dheere,59,0.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0
2021-01-01,0.4460078540314803,Marka,56,0.0,0.0,4.0,0.0,24.0,0.0,0.0,0.0,1.0
