date,next_prevalence,district,district_encoded,number_conflicts,count_actors_4,count_actors_3,count_actors_2,count_actors_1,source_scale_Subnational-National,source_scale_Subnational,source_scale_Regional,source_scale_Other-Subnational
2021-01-01,0.2867946480511925,Adan Yabaal,0,4,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0
2021-01-01,0.4248102325025402,Balcad,6,30,0.0,7.0,23.0,0.0,0.0,0.0,0.0,0.0
2021-01-01,0.2873604609290601,Cadale,24,12,0.0,5.0,7.0,0.0,0.0,0.0,0.0,0.0
2021-01-01,0.4476632959825088,Jowhar,49,42,0.0,17.0,21.0,4.0,0.0,0.0,0.0,0.0
2021-01-01,0.4637639420358601,Afgooye,1,156,0.0,15.0,140.0,1.0,0.0,6.0,0.0,0.0
2021-01-01,0.4655421778369564,Baraawe,9,29,0.0,2.0,27.0,0.0,0.0,1.0,0.0,0.0
2021-01-01,0.4575951234622532,Kurtunwaarey,51,6,0.0,1.0,5.0,0.0,0.0,0.0,1.0,0.0
2021-01-01,0.4080728253042081,Jalalaqsi,45,14,0.0,4.0,9.0,1.0,0.0,0.0,0.0,0.0
2021-01-01,0.4512228697099891,Qoryooley,61,31,0.0,4.0,27.0,0.0,0.0,3.0,1.0,0.0
2021-01-01,0.4486895846702985,Sablaale,64,4,0.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0
2021-01-01,0.4482908617511664,Wanla Weyn,69,12,0.0,2.0,10.0,0.0,0.0,1.0,0.0,0.0
2021-01-01,0.4253398378500371,Buur Hakaba,21,14,0.0,3.0,10.0,1.0,0.0,0.0,0.0,0.0
2021-01-01,0.419636541705207,Diinsoor,34,17,0.0,3.0,14.0,0.0,0.0,1.0,0.0,0.0
2021-01-01,0.4305075046172255,Qansax Dheere,59,13,0.0,3.0,10.0,0.0,0.0,0.0,0.0,0.0
2021-01-01,0.4460078540314803,Marka,56,93,0.0,6.0,87.0,0.0,0.0,0.0,0.0,0.0
